"id","pid","extype","orig_phrase","sub_phrase","effect"
"2197","615200d54efc832849db2259","5","I am fine with this.","I am fine with this.","1"
"2198","615200d54efc832849db2259","5","Thursday works better for me.","Thursday works better for me.","1"
"2199","615200d54efc832849db2259","5","I am at the lake.","I am at the lake.","1"
"2200","615200d54efc832849db2259","5","I think those are the right dates.","I think those are the right dates.","1"
"2201","615200d54efc832849db2259","5","Will you come get me?","Will you come get me?","1"
"2202","615200d54efc832849db2259","5","It reads like she is in.","It reads like she is in.","1"
"2203","615200d54efc832849db2259","5","It's not working very well.","It's not working very well.","1"
"2204","615200d54efc832849db2259","5","I would like to attend if so.","I would like to attend if so.","1"
"2205","615200d54efc832849db2259","5","Will give you more shortly.","Will give you more shortly.","1"
"2206","615200d54efc832849db2259","5","Can you help me here?","Can you help me here?","1"
"2207","615200d54efc832849db2259","5","Check and find out form?","Check and find out form?","1"
"2208","615200d54efc832849db2259","5","Are you being a baby?","Are you being a baby?","1"
"2209","615200d54efc832849db2259","5","I will take a look at this today.","I will take a look at this today.","1"
"2210","615200d54efc832849db2259","5","Get with Mary for format.","Get with Mary for format.","1"
"2211","615200d54efc832849db2259","5","I am on my way.","I am on my way.","1"
"2212","615200d54efc832849db2259","5","I am fine with this.","I am fine with this.","1"
"2213","615200d54efc832849db2259","5","Thursday works better for me.","Thursday works better for me.","1"
"2214","615200d54efc832849db2259","5","I am at the lake.","I am at the lake.","1"
"2215","615200d54efc832849db2259","5","I think those are the right dates.","I think those are the right dates.","1"
"2216","615200d54efc832849db2259","5","Will you come get me?","Will you come get me?","1"
"2217","615200d54efc832849db2259","5","It reads like she is in.","It reads like she is in.","1"
"2218","615200d54efc832849db2259","5","It's not working very well.","It's not working very well.","1"
"2219","615200d54efc832849db2259","5","I would like to attend if so.","I would like to attend if so.","1"
"2220","615200d54efc832849db2259","5","Will give you more shortly.","Will give you more shortly.","1"
"2221","5966f6c744b2d20001defeec","6","Thanks - that's what I was hoping it was.","Thanks - thats what I was hoping it was.","1"
"2222","5966f6c744b2d20001defeec","6","Shelley (making good use of my jury duty time)","Shelley (making good use of my jury duty time)","1"
"2223","5966f6c744b2d20001defeec","6","We haven't sold the US business as yet.","We haven't sold the US business as yet.","1"
"2224","5966f6c744b2d20001defeec","6","I don't know that I will be back Monday.","I don't know that I will be back Monday.","1"
"2225","5966f6c744b2d20001defeec","6","Please send to Hartsoe for comment.","Please send to Hartsoe for comment.","1"
"2226","5966f6c744b2d20001defeec","6","I'm quite interested as I told Lyn.","I'm quite interested, as I told Lyn.","1"
"2227","5966f6c744b2d20001defeec","6","Lisa Mellencamp on any issues regarding pending litigation.","Lisa Menllcamp on any issues with pending litigation.","1"
"2228","5966f6c744b2d20001defeec","6","He is at 281 350 8441.","He is at 285 340 4881.","1"
"2229","5966f6c744b2d20001defeec","6","I'm looking forward to the long weekend!","I'm looking forward to the long weekend!","1"
"2230","5966f6c744b2d20001defeec","6","I saw your 5:30 AM message!","I saw your 5:30 AM message!","1"
"2231","5966f6c744b2d20001defeec","6","Budget allocation from Glisan has been postponed.","Budget allocation from Glisan has been postponed.","1"
"2232","5966f6c744b2d20001defeec","6","Issue on post bankruptcy price risk issue remains.","Issue on post bankruptcy price rise issue remains.","1"
"2233","5966f6c744b2d20001defeec","6","You didn't answer me about driving tomorrow.","You didn't answer me about driving tomorrow.","1"
"2234","5966f6c744b2d20001defeec","6","Who should I contact regarding severance?","Who should I contact regarding severance?","1"
"2235","5966f6c744b2d20001defeec","6","Danny I recommended on Monday we cancel it.","Danny I recommended on Monday we cancel it.","1"
"2236","5f00fa2353b5c10c934298fa","2","I think we are dong OK.","I think we are doing OK.","1"
"2237","5f00fa2353b5c10c934298fa","2","1 - number of questions on this.","1 - number of questions on this.","1"
"2238","5f00fa2353b5c10c934298fa","2","I didn't think we had.","I didn't think we had.","1"
"2239","5f00fa2353b5c10c934298fa","2","Issue on post bankruptcy price risk issue remains.","Issue on post bankruptcy price issue remains.","1"
"2240","5f00fa2353b5c10c934298fa","2","That's not the behavior that I was looking for.","That's not the behavior that I was looking for.","1"
"2241","5f00fa2353b5c10c934298fa","2","We are sitting in Weil's offices, waiting to negotiate.","We are sitting in Weil's offices, waiting to negotiate.","1"
"2242","5f00fa2353b5c10c934298fa","2","Budget allocation from Glisan has been postponed.","Budget allocation from Glisan has been postponed.","1"
"2243","5f00fa2353b5c10c934298fa","2","If possible, I'd like to get Amy's opinion.","If possible, I'd like to get Amy's opinion.","1"
"2244","5f00fa2353b5c10c934298fa","2","If not, I can try information in Omaha.","If not, I can tey information in Omaha.","1"
"2245","5f00fa2353b5c10c934298fa","2","Chase back office and their restart plan updates individually.","Chase back office and their restart plans individually.","1"
"2246","5f00fa2353b5c10c934298fa","2","We haven't sold the US business as yet.","We haven't sold the US business as yet.","1"
"2247","5f00fa2353b5c10c934298fa","2","The filing concerns various scheduling and balancing rules.","The filing concerns various scheduling and balancing rules.","1"
"2248","5f00fa2353b5c10c934298fa","2","Danny I recommended on Monday we cancel it.","Danny I recommended on Monday we cancel it.","1"
"2249","5f00fa2353b5c10c934298fa","2","9:00 AM every second Saturday with Michelle.","9:00 AM every second Sunday with Michelle.","1"
"2250","5f00fa2353b5c10c934298fa","2","My home email is kay.mann@worldnet.att.net.","My home email is Kay.Mann@world.net","1"
"2311","5f3d63a8d956100fd3adf56d","1","In a couple of weeks.","In a couple of weeks.","1"
"2312","5f3d63a8d956100fd3adf56d","1","I'm glad you liked it.","I'm glad you liked it.","1"
"2313","5f3d63a8d956100fd3adf56d","1","What is up with ENE?","What is up with ENE?","1"
"2314","5f3d63a8d956100fd3adf56d","1","You can talk to Becky!","You can talk to Becky!","1"
"2315","5f3d63a8d956100fd3adf56d","1","If we don't get it, could be trouble.","If we don't get it, could be trouble. ","1"
"2316","5f3d63a8d956100fd3adf56d","1","Can you help get this cleared up?","Can you help get this cleared up?","1"
"2317","5f3d63a8d956100fd3adf56d","1","I am not concerned with the Brown money.","I am not concerned with the Brown money.","1"
"2318","5f3d63a8d956100fd3adf56d","1","Should systems manage the migration?","Should systems manage the migration?","1"
"2319","5f3d63a8d956100fd3adf56d","1","Hopefully this can wait until Monday.","Hopefully this can wait until Monday.","1"
"2320","5f3d63a8d956100fd3adf56d","1","I wanted to go drinking with you.","I wanted to go drinking with you.","1"
"2321","5f3d63a8d956100fd3adf56d","1","Thursday works better for me.","Thursday works better for me.","1"
"2322","5f3d63a8d956100fd3adf56d","1","This is good I think.","This is good I think.","1"
"2323","5f3d63a8d956100fd3adf56d","1","Do we have anyone in Portland?","Do we have anyone in Portland?","1"
"2324","5f3d63a8d956100fd3adf56d","1","What is in the plan?","What is in the plan?","1"
"2325","5f3d63a8d956100fd3adf56d","1","If not can I call you?","If not can I call you?","1"
"2356","615aceb06ae03ef88ac6fd1d","4","San Francisco was Interconnect meeting.","San Francisco was an interconnect meeting","1"
"2357","615aceb06ae03ef88ac6fd1d","4","We went to Palacios to fish.","We went to Palacio to fish","1"
"2358","615aceb06ae03ef88ac6fd1d","4","The meteor shower was incredible last night.","The meteor shower was incredible last night.","1"
"2359","615aceb06ae03ef88ac6fd1d","4","I have a doctor's appointment for 11:00 on Tuesday.","I have a doctor's appointment for 11:00 on Tuesday.","1"
"2360","615aceb06ae03ef88ac6fd1d","4","I don't know that I will be back Monday.","I don't know that i will be back on Monday.","1"
"2361","615aceb06ae03ef88ac6fd1d","4","FYI I saw Ken Caminiti at Animal Kingdom yesterday!","FYI I saw Ken Caminiti at Animal Kingdom on Tuesday","1"
"2362","615aceb06ae03ef88ac6fd1d","4","Probably need to check with HR group providing services.","Probably need to check with HR grouo providing services.","1"
"2363","615aceb06ae03ef88ac6fd1d","4","Do you have a number for Steve?","Do you have a number for Steve?","1"
"2364","615aceb06ae03ef88ac6fd1d","4","Coal switching to NG and power guys stimulating demand.","Coal switching to NG and power stimulating demands","1"
"2365","615aceb06ae03ef88ac6fd1d","4","How do you like the Blackberry?","How do you like the Blackberry?","1"
"2366","615aceb06ae03ef88ac6fd1d","4","I guess that's additive to my stretch?","I guess that's additive to my stretch.","1"
"2367","615aceb06ae03ef88ac6fd1d","4","Danny I recommended on Monday we cancel it.","Danny I recommended on Monday we cancel.","1"
"2368","615aceb06ae03ef88ac6fd1d","4","I went to see a doctor.","I went to see a doctor.","1"
"2369","615aceb06ae03ef88ac6fd1d","4","If so he probably will have to pay back.","If so he will probably have to pay it back.","1"
"2370","615aceb06ae03ef88ac6fd1d","4","The SoCal meeting was very beneficial.","The SoCal meeting was beneficial.","1"
"2386","5966f6c744b2d20001defeec","3","I am looking forward to the salad.","I am looking forward to the salad.","1"
"2387","5966f6c744b2d20001defeec","3","Will call later to explain.","Will call later to explain.","1"
"2388","5966f6c744b2d20001defeec","3","We just need a sitter.","We just need a sitter.","1"
"2389","5966f6c744b2d20001defeec","3","We can discuss options early next week.","We can discuss options early next week.","1"
"2390","5966f6c744b2d20001defeec","3","Maybe traffic will be light on Thursday.","Maybe traffic will be light on Thursday.","1"
"2391","5966f6c744b2d20001defeec","3","I will bring John Brindle.","I will bring John Brindle.","1"
"2392","5966f6c744b2d20001defeec","3","He doesn't want to give the trading positions.","He doesn't want to give the trading positions.","1"
"2393","5966f6c744b2d20001defeec","3","She has a web address.","She has a web address.","1"
"2394","5966f6c744b2d20001defeec","3","I'm on my way back there to do so.","I'm on my way back there to do so.","1"
"2395","5966f6c744b2d20001defeec","3","I will resend to you.","I will resend to you.","1"
"2396","5966f6c744b2d20001defeec","3","I'm fully recovered and back on pace.","I'm fully recovered and back on pace.","1"
"2397","5966f6c744b2d20001defeec","3","I was planning to attend.","I was planning to attend.","1"
"2398","5966f6c744b2d20001defeec","3","Hope your trip to Florida was good.","Hope your trip to Florida was good.","1"
"2399","5966f6c744b2d20001defeec","3","I'm in a meeting until noon.","I'm in a meeting until noon.","1"
"2400","5966f6c744b2d20001defeec","3","I'm waiting until she comes home.","I'm waiting until she comes home.","1"
"2416","601a788b7ab49028cd7a4ad4","2","I'll presume it is dead until I hear otherwise.","I'll presume it is dead unless i hear otherwise. ","1"
"2417","601a788b7ab49028cd7a4ad4","2","I saw your 5:30 AM message!","I saw your 5.30 AM message!","1"
"2418","601a788b7ab49028cd7a4ad4","2","Maybe Michael will go to Quil tomorrow.","Maybe Michael will go to Quil tomorrow. ","1"
"2419","601a788b7ab49028cd7a4ad4","2","Producers reacting to price management.","Producers reacting to price management. ","1"
"2420","601a788b7ab49028cd7a4ad4","2","She was leaving Omaha for Houston at 4:00.","She was leaving Omaha for Houston at 4.00 AM.","1"
"2421","601a788b7ab49028cd7a4ad4","2","Ava, LA was Socal meeting.","Ava, LA was Socol meeting. ","1"
"2422","601a788b7ab49028cd7a4ad4","2","Issue on post bankruptcy price risk issue remains.","Issue on post bankruptcy price range issue remains. ","1"
"2423","601a788b7ab49028cd7a4ad4","2","I guess that's additive to my stretch?","I guess that's additive to my stretch.","1"
"2424","601a788b7ab49028cd7a4ad4","2","I have a doctor's appointment for 11:00 on Tuesday.","I have a doctors appointment at 11.00 on Tuesday. ","1"
"2425","601a788b7ab49028cd7a4ad4","2","Can we go to 150/150 with Foster?","Can we go to 150/150 for Fosters?","1"
"2426","601a788b7ab49028cd7a4ad4","2","I do wish I knew.","I do wish I knew. ","1"
"2427","601a788b7ab49028cd7a4ad4","2","Can I meet with you at 4:00?","Can I meet with you at 4.00?","1"
"2428","601a788b7ab49028cd7a4ad4","2","1 - number of questions on this.","1- number of questions on this. ","1"
"2429","601a788b7ab49028cd7a4ad4","2","Please send to Hartsoe for comment.","Please send to Hartsoe for comment. ","1"
"2430","601a788b7ab49028cd7a4ad4","2","On Mahonia margining, I spoke with Mike Garberding.","On Mahonia margining, I spoke with Mike Garberding.","1"
"2446","571d293628d2680011ab9896","1","You can talk to Becky!","You cal talk to Becky!","1"
"2447","571d293628d2680011ab9896","1","I will be back Friday.","I will be back Friday","1"
"2448","571d293628d2680011ab9896","1","Take what you can get.","Take what you can get.","1"
"2449","571d293628d2680011ab9896","1","Are you getting all the information you need?","Are you getting all the infomation you need?","1"
"2450","571d293628d2680011ab9896","1","In a couple of weeks.","In a couple of weeks.","1"
"2451","571d293628d2680011ab9896","1","I am not concerned with the Brown money.","I am not concerned with the Brown money.","1"
"2452","571d293628d2680011ab9896","1","I am now officially a Blackberry addict.","I am not officially a Blackberry addict.","1"
"2453","571d293628d2680011ab9896","1","Have I mentioned how much I love Houston traffic?","Have I mentioned how much I love Houston traffic?","1"
"2454","571d293628d2680011ab9896","1","Don't they have some conflicts here?","Don't they have some conflict here?","1"
"2455","571d293628d2680011ab9896","1","What is up with ENE?","What is up with ENE?","1"
"2456","571d293628d2680011ab9896","1","I've never worked with her.","I've never worked with her.","1"
"2457","571d293628d2680011ab9896","1","Mike, are you aware of this?","Mike, are you aware of this? ","1"
"2458","571d293628d2680011ab9896","1","I think that is the right answer.","I think that is the right answer.","1"
"2459","571d293628d2680011ab9896","1","Is this the only time available?","Is this the only time available?","1"
"2460","571d293628d2680011ab9896","1","I have a high level in my office.","I have a high level in my office.","1"
"2461","5f3d63a8d956100fd3adf56d","5","Will you come get me?","Will you come get me?","1"
"2462","5f3d63a8d956100fd3adf56d","5","Neil has been asking around.","Neil has been asking around.","1"
"2463","5f3d63a8d956100fd3adf56d","5","Can you help me here?","Can you help me here?","1"
"2464","5f3d63a8d956100fd3adf56d","5","I'll call you in the morning.","I'll call you in the morning.","1"
"2465","5f3d63a8d956100fd3adf56d","5","It reads like she is in.","It reads like she is in.","1"
"2466","5f3d63a8d956100fd3adf56d","5","Do you need it today?","Do you need it today?","1"
"2467","5f3d63a8d956100fd3adf56d","5","Will give you more shortly.","Will give you more shortly. ","1"
"2468","5f3d63a8d956100fd3adf56d","5","I would like to attend if so.","I would like to attend if so.","1"
"2469","5f3d63a8d956100fd3adf56d","5","Thanks for checking with me.","Thanks for checking with me.","1"
"2470","5f3d63a8d956100fd3adf56d","5","We will get you a copy.","We will get you a copy.","1"
"2471","5f3d63a8d956100fd3adf56d","5","Jan has a lot of detail.","Jan has a lot of detail.","1"
"2472","5f3d63a8d956100fd3adf56d","5","This seems fine to me.","This seems fine to me.","1"
"2473","5f3d63a8d956100fd3adf56d","5","I will be back Friday.","I will be back Friday.","1"
"2474","5f3d63a8d956100fd3adf56d","5","I am walking in now.","I am walking in now.","1"
"2475","5f3d63a8d956100fd3adf56d","5","What is the cost issue?","What is the cost issue?","1"
"2476","6160ccb0810a73f90ef4c5e7","4","We're planning to go to West Virginia for Christmas.","We're planning to go to West Virginia for Christmas.","1"
"2477","6160ccb0810a73f90ef4c5e7","4","Will let you know how call goes in morning.","Will let you know how call goes in morning.","1"
"2478","6160ccb0810a73f90ef4c5e7","4","In isolation, all of these things are trivial.","In isolation, all of these things are trivial.","1"
"2479","6160ccb0810a73f90ef4c5e7","4","Seemed fine when I picked him up.","Seemed fine when I picked him up.","1"
"2480","6160ccb0810a73f90ef4c5e7","4","We are still in Palacios, having a quiet AM.","We are still in Palacios, having a quiet AM.","1"
"2481","6160ccb0810a73f90ef4c5e7","4","I don't know that I will be back Monday.","I don't know thay I will be back Monday.","1"
"2482","6160ccb0810a73f90ef4c5e7","4","I also just received my Blackberry, cool.","I also just received my Blackberry, cool.","1"
"2483","6160ccb0810a73f90ef4c5e7","4","Can you get me the Calger letter done?","Can you get me the Calger letter done?","1"
"2484","6160ccb0810a73f90ef4c5e7","4","How do you like the Blackberry?","How do you like the Blackberry?","1"
"2485","6160ccb0810a73f90ef4c5e7","4","That's not the behavior that I was looking for.","That's not the behavior I was looking for.","1"
"2486","6160ccb0810a73f90ef4c5e7","4","Producers reacting to price management.","Producers reacting to price management.","1"
"2487","6160ccb0810a73f90ef4c5e7","4","Danny I recommended on Monday we cancel it.","Danny I recommended on Monday we cancel it.","1"
"2488","6160ccb0810a73f90ef4c5e7","4","If so he probably will have to pay back.","If so he probably will have to pay back.","1"
"2489","6160ccb0810a73f90ef4c5e7","4","Issue on post bankruptcy price risk issue remains.","Issue on post bankruptcy price issue remains.","1"
"2490","6160ccb0810a73f90ef4c5e7","4","Target customers: Munis, Wapa, BPA.","Target customers: Munis, Wapa, BPA.","1"
"2536","5c0ae93ec1a5a60001a560b6","4","Meeting with Alaska Governor Tony Knowles on November 30th.","Meeting with Alaska on 30th November.","1"
"2537","5c0ae93ec1a5a60001a560b6","4","I didn't think we had.","I didn't think we had.","1"
"2538","5c0ae93ec1a5a60001a560b6","4","The SoCal meeting was very beneficial.","The SoCal meeting was very beneficial.","1"
"2539","5c0ae93ec1a5a60001a560b6","4","Coal switching to NG and power guys stimulating demand.","Coal switching to NG and power guys stimulating demand","1"
"2540","5c0ae93ec1a5a60001a560b6","4","Who should I contact regarding severance?","Who should I contact regarding severance?","1"
"2541","5c0ae93ec1a5a60001a560b6","4","Do you have a number for Steve?","Do you have a number for Steve?","1"
"2542","5c0ae93ec1a5a60001a560b6","4","Issue on post bankruptcy price risk issue remains.","Issue on post bankruprey peice risk issue remains.","1"
"2543","5c0ae93ec1a5a60001a560b6","4","We went to Palacios to fish.","We went to Palacios to fish.","1"
"2544","5c0ae93ec1a5a60001a560b6","4","How do you like the Blackberry?","How do you like the Blackbarry?","1"
"2545","5c0ae93ec1a5a60001a560b6","4","I also just received my Blackberry, cool.","I also just received my Blackbarry, cool.","1"
"2546","5c0ae93ec1a5a60001a560b6","4","Can you get me the Calger letter done?","Can tou get me the Calger letter done?","1"
"2547","5c0ae93ec1a5a60001a560b6","4","Shelley (making good use of my jury duty time)","Shelley (making good use of my jury duty time)","1"
"2548","5c0ae93ec1a5a60001a560b6","4","You are welcome in Palacios this weekend, of course.","You are welcome to Palacioa this weekend, of course.","1"
"2549","5c0ae93ec1a5a60001a560b6","4","We are still in Palacios, having a quiet AM.","We are still in Palacios, having a quiet AM.","1"
"2550","5c0ae93ec1a5a60001a560b6","4","What are you up to with Vince","What are you up to Vince ","1"
"2581","5f00fa2353b5c10c934298fa","4","Target customers: Munis, Wapa, BPA.","Target customers: Munis, Wapa, BPA.","1"
"2582","5f00fa2353b5c10c934298fa","4","I went to see a doctor.","I went to see a doctor.","1"
"2583","5f00fa2353b5c10c934298fa","4","Coal switching to NG and power guys stimulating demand.","Coal switching to NG and power guys stimulating demand. ","1"
"2584","5f00fa2353b5c10c934298fa","4","Danny I recommended on Monday we cancel it.","Danny I recommended on Monday we cancel it.","1"
"2585","5f00fa2353b5c10c934298fa","4","How do you like the Blackberry?","How do you like the Blackberry?","1"
"2586","5f00fa2353b5c10c934298fa","4","And how would I be going for work?","And how would I be going for work?","1"
"2587","5f00fa2353b5c10c934298fa","4","In isolation, all of these things are trivial.","In isolation, all of these things are trivial.","1"
"2588","5f00fa2353b5c10c934298fa","4","I also just received my Blackberry, cool.","I also just received my Blackberry, cool.","1"
"2589","5f00fa2353b5c10c934298fa","4","Issue on post bankruptcy price risk issue remains.","Issue on post bankruptcy prise issue risk remains.","1"
"2590","5f00fa2353b5c10c934298fa","4","Probably need to check with HR group providing services.","Probably need to check with HR group providing services.","1"
"2591","5f00fa2353b5c10c934298fa","4","If so he probably will have to pay back.","If so he probably will have to pay back.","1"
"2592","5f00fa2353b5c10c934298fa","4","That's not the behavior that I was looking for.","That's not the behavior that I was looking for.","1"
"2593","5f00fa2353b5c10c934298fa","4","San Francisco was Interconnect meeting.","San Francisco was Interconnect meeting. ","1"
"2594","5f00fa2353b5c10c934298fa","4","We are still in Palacios, having a quiet AM.","We are still in Palacios, having a quiet AM.","1"
"2595","5f00fa2353b5c10c934298fa","4","Producers reacting to price management.","Producers reacting to price change.","1"
"2626","5ab15ab4c42b630001cd36fb","6","Here's my work email (kay.mann@enron.com).","Here's my work email (kay.mann@enron.com)","1"
"2627","5ab15ab4c42b630001cd36fb","6","San Francisco was Interconnect meeting.","San Francisco was Interconnect meeting.","1"
"2628","5ab15ab4c42b630001cd36fb","6","I'll see you Thursday October 25.","I'll see you Thursday, October 25.","1"
"2629","5ab15ab4c42b630001cd36fb","6","That's not the behavior that I was looking for.","That's not the behavior I was looking for.","1"
"2630","5ab15ab4c42b630001cd36fb","6","9:00 AM every second Saturday with Michelle.","9:00 A.M. every second Saturday wit Mitchell.","1"
"2631","5ab15ab4c42b630001cd36fb","6","I have a doctor's appointment for 11:00 on Tuesday.","I have a doctor's appointment on 11:00 Thursday.","1"
"2632","5ab15ab4c42b630001cd36fb","6","You didn't answer me about driving tomorrow.","You didn't answer me about driving tomorrow.","1"
"2633","5ab15ab4c42b630001cd36fb","6","She was leaving Omaha for Houston at 4:00.","She was leaving Omaha for Huston at 4:00.","1"
"2634","5ab15ab4c42b630001cd36fb","6","I'm looking forward to the long weekend!","I'm looking forward to the long weekend.","1"
"2635","5ab15ab4c42b630001cd36fb","6","Shelley (making good use of my jury duty time)","Shelley (making good ise of my jury duty time)","1"
"2636","5ab15ab4c42b630001cd36fb","6","I am unavailable for the 1PM meeting.","I am unavailable for the 1PM meeting","1"
"2637","5ab15ab4c42b630001cd36fb","6","Issue on post bankruptcy price risk issue remains.","Issue on bankruptcy post price issue remains.","1"
"2638","5ab15ab4c42b630001cd36fb","6","Mark Ellenberg is off for Passover.","Mark Ellenberg is off for passover.","1"
"2639","5ab15ab4c42b630001cd36fb","6","Danny I recommended on Monday we cancel it.","Danny I recommended on Monday we cancel it.","1"
"2640","5ab15ab4c42b630001cd36fb","6","I saw your 5:30 AM message!","I saw your 5:30 A.M. message.","1"
"2641","5e8e38da572c650e2ede51c9","2","If this has already been covered, then I apologize.","Ic this has already being, covered, then I apolozise","1"
"2642","5e8e38da572c650e2ede51c9","2","I think we are dong OK.","I think we are dong OK.","1"
"2643","5e8e38da572c650e2ede51c9","2","Here's the talking points for ANNGTC.","Here's talking points for ANNTGC.","1"
"2644","5e8e38da572c650e2ede51c9","2","I saw your 5:30 AM message!","I saw your 5:30 AM message!","1"
"2645","5e8e38da572c650e2ede51c9","2","Yes still need it - when are you back?","Yes still need it - when are you back?","1"
"2646","5e8e38da572c650e2ede51c9","2","Maybe Michael will go to Quil tomorrow.","Maybe Michael will go to Quil tomorrow.","1"
"2647","5e8e38da572c650e2ede51c9","2","I'll give you my handwritten notes.","I'll give you my handwriten notes.","1"
"2648","5e8e38da572c650e2ede51c9","2","Target customers: Munis, Wapa, BPA.","Target customers , Munis, Wapa, BPA.","1"
"2649","5e8e38da572c650e2ede51c9","2","Thanks - that's what I was hoping it was.","Thanks - that it was what I hoping it was.","1"
"2650","5e8e38da572c650e2ede51c9","2","I'm out of office till Wednesday.","I'm out of the office till Wednesday.","1"
"2651","5e8e38da572c650e2ede51c9","2","9:00 AM every second Saturday with Michelle.","9:00 AM every Saturday with Michelle.","1"
"2652","5e8e38da572c650e2ede51c9","2","I have a doctor's appointment for 11:00 on Tuesday.","I have a doctors appointment for 11:00 on Tuesday","1"
"2653","5e8e38da572c650e2ede51c9","2","Budget allocation from Glisan has been postponed.","Budget allocation from Glisan has been postponed","1"
"2654","5e8e38da572c650e2ede51c9","2","She was leaving Omaha for Houston at 4:00.","She was leaving Ohama for Houston at 4:00.","1"
"2655","5e8e38da572c650e2ede51c9","2","If possible, I'd like to get Amy's opinion.","If possible I will like to get Amy's opinion","1"
"2671","615aceb06ae03ef88ac6fd1d","1","In a couple of weeks.","In a couple of weeks.","1"
"2672","615aceb06ae03ef88ac6fd1d","1","I hope you are feeling better.","I hope you are feeling better.","1"
"2673","615aceb06ae03ef88ac6fd1d","1","Ava, do we need to worry about this?","Ava, do we need to worry about this?","1"
"2674","615aceb06ae03ef88ac6fd1d","1","If so what was it?","If so what was it? ","1"
"2675","615aceb06ae03ef88ac6fd1d","1","You can talk to Becky!","You can talk to Becky!","1"
"2676","615aceb06ae03ef88ac6fd1d","1","Hopefully this can wait until Monday.","Hopefully this can wait until Monday.","1"
"2677","615aceb06ae03ef88ac6fd1d","1","I am not concerned with the Brown money.","I am not concerned with the Brown Money.","1"
"2678","615aceb06ae03ef88ac6fd1d","1","I am now officially a Blackberry addict.","I am now officially a Blackberry addict.","1"
"2679","615aceb06ae03ef88ac6fd1d","1","It's not looking too good is it?","It's not looking too good isn't it?","1"
"2680","615aceb06ae03ef88ac6fd1d","1","Did you talk to Ava this morning?","Did you talk to Ava this morning?","1"
"2681","615aceb06ae03ef88ac6fd1d","1","What is in the plan?","What is in the plan?","1"
"2682","615aceb06ae03ef88ac6fd1d","1","Are you getting all the information you need?","Are you getting all the information you need? ","1"
"2683","615aceb06ae03ef88ac6fd1d","1","I think that is the right answer.","I think that is the right answer.","1"
"2684","615aceb06ae03ef88ac6fd1d","1","Should systems manage the migration?","Should systes manage the migration?","1"
"2685","615aceb06ae03ef88ac6fd1d","1","I changed that in one prior draft.","I changed that in one prior draft.","1"
"2701","5966f6c744b2d20001defeec","4","Have we assigned employees to NetCo?","Have we assigned employees to NetCo?","1"
"2702","5966f6c744b2d20001defeec","4","Man I don't want to get sick again.","Man i don't want to get sick again.","1"
"2703","5966f6c744b2d20001defeec","4","Good to know that the FERC cares!","Good to know that the FERC cares!","1"
"2704","5966f6c744b2d20001defeec","4","We went to Palacios to fish.","We went to Palacios to fish.","1"
"2705","5966f6c744b2d20001defeec","4","How do you like the Blackberry?","How do you like the Blackberry?","1"
"2706","5966f6c744b2d20001defeec","4","The meteor shower was incredible last night.","The meteor shower was incredible last night.","1"
"2707","5966f6c744b2d20001defeec","4","Target customers: Munis, Wapa, BPA.","Target customers: Munis, Wapa, BPA.","1"
"2708","5966f6c744b2d20001defeec","4","Meeting with Alaska Governor Tony Knowles on November 30th.","Meeting with Alaska Governor Tony Hale on November 30th.","1"
"2709","5966f6c744b2d20001defeec","4","The SoCal meeting was very beneficial.","The SoCal meeting was very beneficial.","1"
"2710","5966f6c744b2d20001defeec","4","I'm out of office till Wednesday.","I'm out of office til Wednesday.","1"
"2711","5966f6c744b2d20001defeec","4","If not, I can try information in Omaha.","If not, I can try information in Omaha.","1"
"2712","5966f6c744b2d20001defeec","4","I guess that's additive to my stretch?","I guess that's additive to my stretch?","1"
"2713","5966f6c744b2d20001defeec","4","We haven't sold the US business as yet.","We haven't sold the US business as yet.","1"
"2714","5966f6c744b2d20001defeec","4","That's not the behavior that I was looking for.","That's not the behavior I was looking for.","1"
"2715","5966f6c744b2d20001defeec","4","The filing concerns various scheduling and balancing rules.","The filing concerns various scheduling and rules.","1"
"2716","5c0ae93ec1a5a60001a560b6","5","I've never worked with her.","I've neverr workee with her.","1"
"2717","5c0ae93ec1a5a60001a560b6","5","Hope your week is going well.","Hope your weekend is going well.","1"
"2718","5c0ae93ec1a5a60001a560b6","5","Do you need it today?","Do you need it today? ","1"
"2719","5c0ae93ec1a5a60001a560b6","5","If not can I call you?","If not can i call you?","1"
"2720","5c0ae93ec1a5a60001a560b6","5","How soon do you need it?","How soon do you need it? ","1"
"2721","5c0ae93ec1a5a60001a560b6","5","Both of us are still here.","Both of us are still here. ","1"
"2722","5c0ae93ec1a5a60001a560b6","5","It's not working very well.","It's not working very well.","1"
"2723","5c0ae93ec1a5a60001a560b6","5","Check and find out form?","Check and find form more?","1"
"2724","5c0ae93ec1a5a60001a560b6","5","Are you being a baby?","Are you being a baby?","1"
"2725","5c0ae93ec1a5a60001a560b6","5","I will be back Friday.","I will be back Friday.","1"
"2726","5c0ae93ec1a5a60001a560b6","5","I'll call you in the morning.","I'll call you in the morning.","1"
"2727","5c0ae93ec1a5a60001a560b6","5","It reads like she is in.","It reads like she is in.","1"
"2728","5c0ae93ec1a5a60001a560b6","5","This seems fine to me.","This seems fine to me.","1"
"2729","5c0ae93ec1a5a60001a560b6","5","I hope you are feeling better.","I hooe you are feeling better.","1"
